iter	RMSE
654	0.7865186664
655	0.7864978837
656	0.7864702198
657	0.7864292203
658	0.7863496562
659	0.7863489161
660	0.7863308511
661	0.786291458
662	0.786154066
663	0.7861499262
664	0.7861444463
665	0.7861274004
666	0.7860835289
667	0.7860247812
668	0.7859234807
669	0.7859137559
670	0.785913656
671	0.7859005235
672	0.7858877155
673	0.7858875816
674	0.7858803179
675	0.7858667269
676	0.7858610836
677	0.7858609964
678	0.785858659
679	0.7857764667
680	0.7857479694
681	0.7857033435
682	0.7856563783
683	0.7856563325
684	0.7856406651
685	0.785638177
686	0.7856377238
687	0.7856225046
688	0.7856193797
689	0.7856175053
690	0.7856045978
691	0.7855061802
692	0.7854571893
693	0.7854247193
694	0.785387471
695	0.7853767306
696	0.7853320404
697	0.7852883008
698	0.7852844489
699	0.7852480702
700	0.7852370722
701	0.7852215086
702	0.785178464
703	0.7851563459
704	0.7851560523
705	0.7851312262
706	0.7851156384
707	0.7851092595
708	0.7850952454
709	0.7850345533
710	0.7849859709
711	0.7849276562
712	0.7849255997
713	0.7849189624
714	0.7848876138
715	0.7848816072
716	0.7848288733
717	0.784820684
718	0.7847485593
719	0.7847348181
720	0.7847290137
721	0.7847169094
722	0.7846940198
723	0.7846264385
724	0.7845240654
725	0.7845115288
726	0.7845058635
727	0.7844658221
728	0.7844597899
729	0.7844196563
730	0.7844116481
731	0.784372764
732	0.7843516032
733	0.784344807
734	0.7842562148
735	0.7841998252
736	0.7841658913
737	0.7841061543
738	0.7840384765
739	0.7839939057
740	0.7839515463
741	0.7839367318
742	0.7839366076
743	0.7839252998
744	0.7839129092
745	0.7839010339
746	0.7839010159
747	0.7839010054
748	0.7838917578
749	0.7838467793
750	0.7838156074
751	0.7838045517
752	0.7837240407
753	0.7836874823
754	0.7836873861
755	0.7836293758
756	0.7836215679
757	0.7836155401
758	0.783607503
759	0.7835962262
760	0.7835728457
761	0.7835692542
762	0.7835650193
763	0.7835569372
764	0.7835098966
765	0.7835005478
766	0.7834919223
767	0.7834818296
768	0.7834478747
769	0.7834341156
770	0.7834233295
771	0.7834175189
772	0.7834147727
773	0.7833744774
774	0.7833703851
775	0.7833628268
776	0.7833497884
777	0.7833042146
778	0.7832914117
779	0.7832670154
780	0.783263114
781	0.7832534084
782	0.7832202551
783	0.7831210686
784	0.7831210247
785	0.7831078714
786	0.783093288
787	0.7830877565
788	0.7830779366
789	0.7830604416
790	0.783027972
791	0.7829958961
792	0.7829877724
793	0.7829730754
794	0.782927423
795	0.7828828232
796	0.7828726888
797	0.7828651132
798	0.7828177533
799	0.7827930549
800	0.7827889002
801	0.7827421639
802	0.782653561
803	0.7826372578
804	0.782627361
805	0.7825765385
806	0.7825680924
807	0.7825644032
808	0.7825544668
809	0.7824979104
810	0.7824921185
811	0.7824765464
812	0.7824552174
813	0.7824416339
814	0.7823193215
815	0.782259893
816	0.7822344119
817	0.7822330583
818	0.7822313581
819	0.7822285666
820	0.7822279493
821	0.7822040199
822	0.7821957197
823	0.7821775791
824	0.7821766977
825	0.7821334181
826	0.7820950745
827	0.7820784004
828	0.7820443886
829	0.7819769744
830	0.7819692387
831	0.781948685
832	0.7819348497
833	0.7819242453
834	0.7818625259
835	0.7818054178
836	0.7817857498
837	0.7817780053
838	0.7816991813
839	0.781689523
840	0.781682369
841	0.7815917376
842	0.7815468535
843	0.7815437851
844	0.7814363969
845	0.7814356339
846	0.7813898324
847	0.7813722918
848	0.7813222923
849	0.7813210062
850	0.7812689147
851	0.7812610894
852	0.7812482056
853	0.7812386908
854	0.7812386134
855	0.7812385684
856	0.7811552419
857	0.7811434518
858	0.7811362807
859	0.7811283136
860	0.7811188236
861	0.7811166584
862	0.7811063312
863	0.7811032039
864	0.7810948739
865	0.7810741296
866	0.7810632702
867	0.7810547667
868	0.7810414139
869	0.7809926899
870	0.7809858571
871	0.7809822467
872	0.7809345432
873	0.7809284357
874	0.7808407719
875	0.7808397414
876	0.7808146704
877	0.7808070632
878	0.7807661976
879	0.7807526925
880	0.780748416
881	0.7807183499
882	0.7806217458
883	0.7806197591
884	0.7805980835
885	0.7805508204
886	0.7805457851
887	0.7804747855
888	0.7804732978
889	0.7804627195
890	0.7804290234
891	0.7803885188
892	0.7803379397
893	0.7803123393
894	0.7802789354
895	0.7802281418
896	0.7801836495
897	0.7801415053
898	0.7801103932
899	0.7800641479
900	0.7799867089
901	0.7799466166
902	0.7799009341
903	0.779897159
904	0.779889671
905	0.7798772468
906	0.7798666511
907	0.7798636867
908	0.7798621354
909	0.7798582147
910	0.7798548538
911	0.7798093283
912	0.7798027075
913	0.7797558899
914	0.7797084038
915	0.7796721362
916	0.779667577
917	0.7796384095
918	0.7796206811
919	0.7795768419
920	0.7795617195
921	0.7795491943
922	0.7795272994
923	0.7794866299
924	0.7794810848
925	0.7794608848
926	0.7794525296
927	0.7794473981
928	0.7794345778
929	0.7794257097
930	0.7794230878
931	0.7794120321
932	0.7793761531
933	0.7793652702
934	0.77934593
935	0.7793388877
936	0.7793288559
937	0.779252296
938	0.7792512536
939	0.7792476589
940	0.7792472131
941	0.7792430218
942	0.7792422161
943	0.7792366041
944	0.7792344153
945	0.7792199343
946	0.7792149277
947	0.7791270098
948	0.7791193179
949	0.779074395
950	0.7790732999
951	0.7790285284
952	0.7790264774
953	0.7790182793
954	0.7789916361
955	0.7789749329
956	0.7789696976
957	0.7789582835
958	0.7789271144
959	0.7789135239
960	0.7788985568
961	0.7788790449
962	0.7788554035
963	0.778850513
964	0.778846657
965	0.7788219998
966	0.7787536046
967	0.7787270736
968	0.7787266723
969	0.7787222015
970	0.7787149212
971	0.7787096459
972	0.7786685091
973	0.7786637285
974	0.7786280622
975	0.7786034514
976	0.7785591739
977	0.7785508501
978	0.7785418126
979	0.7785400507
980	0.7785276091
981	0.7785083318
982	0.7784655484
983	0.7784447629
984	0.7783762614
985	0.7783504852
986	0.7783399376
987	0.7782991679
988	0.7782920364
989	0.7782810812
990	0.7782543314
991	0.7782541576
992	0.7782527701
993	0.7781831979
994	0.7780757683
995	0.7780694239
996	0.7780565358
997	0.7780510375
998	0.7780493879
999	0.7780485177
